text,intent,label
Hi there,"greet and hello hi kind of things, general check in",7
play jazz from jennifer's latest album,play on youtube,12
Hello,"greet and hello hi kind of things, general check in",7
What are some nearby locations?,places near me,10
give me the headline news,tell me news,18
tell me a joke about asia,tell me joke,17
hello there,"greet and hello hi kind of things, general check in",7
It is Bella,"greet and hello hi kind of things, general check in",7
take screenshot,take screenshot,15
weather like,asking weather,2
should i wear a hat today,asking weather,2
what is today's weather in springfield,asking weather,2
please make me a cappuccino,,-1
what is the weather tomorrow,asking weather,2
time,asking time,1
play music in library,play on youtube,12
Bye,goodbye,6
good news for economy,tell me news,18
open website twitter.com,open website,9
Great thanks! My user is Bella,"greet and hello hi kind of things, general check in",7
Do you know what time it is?,asking time,1
how many days are in this month,asking time,1
horoscope,tell me about,16
please start me some coffee,,-1
please mute the television for one hour,volume control,19
What are your functions?,what can you do,20
Bye,goodbye,6
volume control increase by 10,volume control,19
find tacos near my home,places near me,10
open website google.com,open website,9
What are your functions?,what can you do,20
Do you know what time it is?,asking time,1
show me the latest emails from amazon,send email,13
Do you know any jokes,tell me joke,17
check if there any new email,send email,13
what is the weather like tomorrow,asking weather,2
open website stackoverflow.com,open website,9
Shut up,goodbye,6
My user is Bella,"greet and hello hi kind of things, general check in",7
Good thanks! I am Adam,"greet and hello hi kind of things, general check in",7
I have good news,tell me news,18
I am feeling unoccupied,i am bored,8
what is the weather like now day before tomorrow,asking weather,2
mute volume now,volume control,19
Hello how are you?,"greet and hello hi kind of things, general check in",7
This is Adam,"greet and hello hi kind of things, general check in",7
hello there,"greet and hello hi kind of things, general check in",7
will you send the email to greg,send email,13
Quiet,goodbye,6
i am happy,tell me about,16
what is the weather like now day before tomorrow,asking weather,2
take screenshot of google,take screenshot,15
send whatsapp message,send whatsapp message,14
please keep quiet for the next hour,volume control,19
make us a brew,,-1
what's the good news of stock market,tell me news,18
How about a joke,tell me joke,17
This is Adam,"greet and hello hi kind of things, general check in",7
play despacito on youtube today,play on youtube,12
This is Bella,"greet and hello hi kind of things, general check in",7
what is the weather like,asking weather,2
click photo of,click photo,3
tell me some joke,tell me joke,17
send mom an email now,send email,13
life,tell me about,16
play flappy bird,play games,11
could not understand it.,tell me about,16
get me a local restaurant,places near me,10
what date is the third friday of this month,asking time,1
send response i will be there,send email,13
Hello,"greet and hello hi kind of things, general check in",7
hello,"greet and hello hi kind of things, general check in",7
send email about <name>,send email,13
Can you recommend some places nearby?,places near me,10
Shut up,goodbye,6
volume control decrease by 10,volume control,19
please provide current time in india,asking time,1
daily cases,covid cases,4
screen shot now,take screenshot,15
Hello there,"greet and hello hi kind of things, general check in",7
"Thank you, bye",goodbye,6
play games of xyz 32 bit,play games,11
play games of gcc,play games,11
tell me the time now,asking time,1
what time is it day before tomorrow,asking time,1
What is the time?,asking time,1
please unmute yourself,volume control,19
What is the weather like today,asking weather,2
what pubs are near the metro station,places near me,10
turn_down speakers,volume control,19
take screenshot,take screenshot,15
I am feeling unoccupied,i am bored,8
send email to dipesh,send email,13
tell me news day after tomorrow,tell me news,18
is india win today cricket match,tell me news,18
hello there,"greet and hello hi kind of things, general check in",7
send email about,send email,13
Great thanks! It is Bella,"greet and hello hi kind of things, general check in",7
"Thanks for the help, goodbye",goodbye,6
find recent events of the celebrity,tell me about,16
play games with me,play games,11
Good thanks! My user is Adam,"greet and hello hi kind of things, general check in",7
what is the name of the music playing now,play on youtube,12
click selfie of,click photo,3
talk quieter please,volume control,19
today,asking date,0
hi how are you,"greet and hello hi kind of things, general check in",7
i am bored what can i do today with my girlfriend,i am bored,8
brew coffee at noon,,-1
what is the weather like day after tomorrow,asking weather,2
hi how are you,"greet and hello hi kind of things, general check in",7
who's playing this,play on youtube,12
I am feeling a bit bored,i am bored,8
tell me about history of british india,tell me about,16
send whatsapp message,send whatsapp message,14
tell me a joke about birds,tell me joke,17
please check all new email of income tax department,send email,13
Please be quiet,goodbye,6
download youtube video of minecraft,download youtube video,5
please look up clothing stores near me,places near me,10
Make me laugh,tell me joke,17
Please be quiet,goodbye,6
send whatsapp message about <name>,send whatsapp message,14
Hello,"greet and hello hi kind of things, general check in",7
get the duet game,play games,11
a priest walks into a bar,tell me joke,17
My user is Adam,"greet and hello hi kind of things, general check in",7
Hope you are doing well?,"greet and hello hi kind of things, general check in",7
play games of xxd,play games,11
open website instagram.com,open website,9
Great thanks! It is Bella,"greet and hello hi kind of things, general check in",7
take screenshot,take screenshot,15
What's the time?,asking time,1
Do you know what time it is?,asking time,1
good news for economy,tell me news,18
can you please clarify me more on your answer.,tell me about,16
play games of c,play games,11
"Thanks for the help, goodbye",goodbye,6
can you lie,tell me about,16
"s2, do not get your answer.",tell me about,16
Great thanks! It is Bella,"greet and hello hi kind of things, general check in",7
covid cases of india past 48 hours,covid cases,4
download youtube video of minecraft,download youtube video,5
Hola how are you?,"greet and hello hi kind of things, general check in",7
hi how are you,"greet and hello hi kind of things, general check in",7
new messages,send email,13
Quiet,goodbye,6
Can you recommend some places nearby?,places near me,10
Tell me a joke,tell me joke,17
what is the current central time,asking time,1
Quiet,goodbye,6
